,labor_market_woman,Bias,Bias2,WikiName,Ambigious,Name,Oppositgender,Profession_name,NormalizedGoogleDif,l_m_without_outliers,NormalizedGoogleDif2
Platzwart,7.74886392866,male,0,Platzwart,0,Platzwart,Platzwartin,Platzwart,0.98976001553,7.74886392866,0.98976001553
Poissonnier,37.0960187354,male,0,Poissonnier,0,Poissonnier,Poissonnierin,Poissonnier,0.999964602396,37.0960187354,0.999964602396
Polier,1.0979692033,male,0,Polier,0,Polier,Polierin,Polier,0.988797051472,1.0979692033,0.988797051472
Polizeivollzugsbeamter,52.8379772962,male,0,Polizeivollzugsbeamter,0,Polizeivollzugsbeamter,Polizeivollzugsbeamtin,Polizeivollzugsbeamter,0.62494095418,52.8379772962,0.62494095418
Polster- und Dekorationsnäher,54.8604292327,male,0,Polster- und Dekorationsnäher,0,Polster- und Dekorationsnäher,Polster- und Dekorationsnäherin,Polster- und Dekorationsnäher,0.747652102899,54.8604292327,0.747652102899
Portier,79.2351889413,male,0,Portier,0,Portier,Portierin,Portier,0.988911139265,79.2351889413,0.988911139265
Porzellanmaler,75.4844144903,male,0,Porzellanmaler,0,Porzellanmaler,Porzellanmalerin,Porzellanmaler,0.659050966608,75.4844144903,0.659050966608
Postjungbote,47.8940392206,male,0,Postjungbote,0,Postjungbote,Postjungbotin,Postjungbote,0.873873873874,47.8940392206,0.873873873874
Pressefotograf,64.1671278362,male,0,Pressefotograf,0,Pressefotograf,Pressefotografin,Pressefotograf,0.886632825719,64.1671278362,0.886632825719
Pressesprecher,65.267451247,male,0,Pressesprecher,0,Pressesprecher,Pressesprecherin,Pressesprecher,0.471428571429,65.267451247,0.471428571429
Prior,62.5711035267,male,0,Prior,0,Prior,Priorin,Prior,0.997362525282,62.5711035267,0.997362525282
Privatdozent,42.812488391,male,0,Privatdozent,0,Privatdozent,Privatdozentin,Privatdozent,0.75797579758,42.812488391,0.75797579758
Produktgestalter Textil,84.0716305372,male,0,Produktgestalter Textil,0,Produktgestalter Textil,Produktgestalterin Textil,Produktgestalter Textil,0.351778656126,84.0716305372,0.351778656126
Produktionstechnologe,15.718731148,male,0,Produktionstechnologe,0,Produktionstechnologe,Produktionstechnologin,Produktionstechnologe,0.770966368668,15.718731148,0.770966368668
Produktprüfer Textil,34.0723731095,male,0,Produktprüfer Textil,0,Produktprüfer Textil,Produktprüferin Textil,Produktprüfer Textil,0.456869009585,34.0723731095,0.456869009585
Produktveredler Textil,20.9806780897,male,0,Produktveredler Textil,0,Produktveredler Textil,Produktveredlerin Textil,Produktveredler Textil,0.483992467043,20.9806780897,0.483992467043
Professor,42.812488391,male,0,Professor,0,Professor,Professorin,Professor,0.991310644461,42.812488391,0.991310644461
Projektassistenz,11.4381605553,neutral,1,Projektassistenz,0,Projektassistent,Projektassistentin,Projektassistent,0.405940594059,11.4381605553,0.405940594059
Projektleiter,25.9924816691,male,0,Projektleiter,0,Projektleiter,Projektleiterin,Projektleiter,0.680705190989,25.9924816691,0.680705190989
Prorektor,29.7738693467,male,0,Prorektor,0,Prorektor,Prorektorin,Prorektor,0.891945906335,29.7738693467,0.891945906335
Prozessleitelektroniker,6.35842667361,male,0,Prozessleitelektroniker,0,Prozessleitelektroniker,Prozessleitelektronikerin,Prozessleitelektroniker,0.92007992008,6.35842667361,0.92007992008
Präparator,51.5706806283,male,0,Präparator,0,Präparator,Präparatorin,Präparator,0.827888878834,51.5706806283,0.827888878834
Präsident,29.7738693467,male,0,Präsident,1,Präsident,Präsidentin,Präsident,0.786259541985,29.7738693467,0.786259541985
Psychoanalytiker,78.1458251666,male,0,Psychoanalytiker,0,Psychoanalytiker,Psychoanalytikerin,Psychoanalytiker,0.569985569986,78.1458251666,0.569985569986
Psychologe,77.9567882775,male,0,Psychologe,0,Psychologe,Psychologin,Psychologe,0.469456066946,77.9567882775,0.469456066946
Psychologischer Psychotherapeut,78.1458251666,male,0,Psychologischer Psychotherapeut,0,Psychologischer Psychotherapeut,Psychologische Psychotherapeutin,Psychologischer Psychotherapeut,0.0561797752809,78.1458251666,0.0561797752809
Purser,78.2033652524,male,0,Purser,0,Purser,Purserette,Purser,0.991985516217,78.2033652524,0.991985516217
Pyrotechniker,5.76271186441,male,0,Pyrotechniker,0,Pyrotechniker,Pyrotechnikerin,Pyrotechniker,0.962833914053,5.76271186441,0.962833914053
Pädagoge,74.5593544277,male,0,Pädagoge,0,Pädagoge,Pädagogin,Pädagoge,0.00361010830325,74.5593544277,0.00361010830325
Qualitätsfachmann,27.7924731183,male,0,Qualitätsfachmann,0,Qualitätsfachmann,Qualitätsfachfrau,Qualitätsfachmann,0.770956316411,27.7924731183,0.770956316411
Rabbiner,30.0088759784,male,0,Rabbiner,0,Rabbiner,Rabbinerin,Rabbiner,0.907028399175,30.0088759784,0.907028399175
Ramp Agent,30.8085212408,male,0,Ramp Agent,0,Ramp-Agent,Ramp-Agentin,Ramp-Agent,0.997089262613,30.8085212408,0.997089262613
Rauchwarenzurichter,65.6862745098,male,0,Rauchwarenzurichter,0,Rauchwarenzurichter,Rauchwarenzurichterin,Rauchwarenzurichter,0.582089552239,65.6862745098,0.582089552239
Raumausstatter,40.0455860437,male,0,Raumausstatter,0,Raumausstatter,Raumausstatterin,Raumausstatter,0.972842964136,40.0455860437,0.972842964136
Reaktorfahrer,6.16331126919,male,0,Reaktorfahrer,0,Reaktorfahrer,Reaktorfahrerin,Reaktorfahrer,0.967611336032,6.16331126919,0.967611336032
Rechtsanwalt,46.2251399884,male,0,Rechtsanwalt,0,Rechtsanwalt,Rechtsanwältin,Rechtsanwalt,0.625492302184,46.2251399884,0.625492302184
Rechtspfleger,93.3804860355,male,0,Rechtspfleger,0,Rechtspfleger,Rechtspflegerin,Rechtspfleger,0.579250720461,93.3804860355,0.579250720461
Redakteur,50.5608415413,male,0,Redakteur,0,Redakteur,Redakteurin,Redakteur,0.599518941672,50.5608415413,0.599518941672
Redenschreiber,47.7832512315,male,0,Redenschreiber,0,Redenschreiber,Redenschreiberin,Redenschreiber,0.903157060019,47.7832512315,0.903157060019
Referent,46.213592233,male,0,Referent,1,Referent,Referentin,Referent,0.653501843075,46.213592233,0.653501843075
Regieassistent,50.9119332986,male,0,Regieassistent,0,Regieassistent,Regieassistentin,Regieassistent,0.313131313131,50.9119332986,0.313131313131
Regisseur,50.9119332986,male,0,Regisseur,0,Regisseur,Regisseurin,Regisseur,0.798520204895,50.9119332986,0.798520204895
Registrator,67.26062468,male,0,Registrator,0,Registrator,Registratorin,Registrator,0.998288821641,67.26062468,0.998288821641
Reiseleiter,58.0346820809,male,0,Reiseleiter,0,Reiseleiter,Reiseleiterin,Reiseleiter,0.663019693654,58.0346820809,0.663019693654
Rektor,29.7738693467,male,0,Rektor,0,Rektor,Rektorin,Rektor,0.926798847361,29.7738693467,0.926798847361
Religionslehrer,77.6637554585,male,0,Religionslehrer,0,Religionslehrer,Religionslehrerin,Religionslehrer,0.459807073955,77.6637554585,0.459807073955
Rentenberater,44.3380220021,male,0,Rentenberater,0,Rentenberater,Rentenberaterin,Rentenberater,0.838407494145,44.3380220021,0.838407494145
Reporter,50.5608415413,male,0,Reporter,0,Reporter,Reporterin,Reporter,0.9872502582,50.5608415413,0.9872502582
Reprograf,50.1462693284,male,0,Reprograf,0,Reprograf,Reprografin,Reprograf,0.933848104183,50.1462693284,0.933848104183
Requisiteur,64.7788736876,male,0,Requisiteur,0,Requisiteur,Requisiteurin,Requisiteur,0.413373860182,64.7788736876,0.413373860182
Restaurantfachmann,65.2648305355,male,0,Restaurantfachmann,0,Restaurantfachmann,Restaurantfachfrau,Restaurantfachmann,0.179874213836,65.2648305355,0.179874213836
Restaurantmeister,46.9442078365,male,0,Restaurantmeister,0,Restaurantmeister,Restaurantmeisterin,Restaurantmeister,0.667337897704,46.9442078365,0.667337897704
Restaurator,2.2858399983,male,0,Restaurator,0,Restaurator,Restauratorin,Restaurator,0.72619047619,2.2858399983,0.72619047619
Rettungsassistent,21.3708058503,male,0,Rettungsassistent,0,Rettungsassistent,Rettungsassistentin,Rettungsassistent,0.750595710882,21.3708058503,0.750595710882
Rettungshelfer,21.3708058503,male,0,Rettungshelfer,0,Rettungshelfer,Rettungshelferin,Rettungshelfer,0.944294421727,21.3708058503,0.944294421727
Rettungssanitäter,21.3708058503,male,0,Rettungssanitäter,0,Rettungssanitäter,Rettungssanitäterin,Rettungssanitäter,0.878928987194,21.3708058503,0.878928987194
Rettungsschwimmer,39.2836746349,male,0,Rettungsschwimmer,0,Rettungsschwimmer,Rettungsschwimmerin,Rettungsschwimmer,0.912547035163,39.2836746349,0.912547035163
Revierjäger,9.27835051546,male,0,Revierjäger,0,Revierjäger,Revierjägerin,Revierjäger,0.867870722433,9.27835051546,0.867870722433
Revolverdreher,2.73770282356,male,0,Revolverdreher,0,Revolverdreher,Revolverdreherin,Revolverdreher,0.890909090909,2.73770282356,0.890909090909
Richter,38.4615384615,male,0,Richter,0,Richter,Richterin,Richter,0.956745623069,38.4615384615,0.956745623069
Rohrleitungsbauer,0.269944765148,male,0,Rohrleitungsbauer,0,Rohrleitungsbauer,Rohrleitungsbauerin,Rohrleitungsbauer,0.923404255319,0.269944765148,0.923404255319
Rotisseur,37.0960187354,male,0,Rotisseur,0,Rotisseur,Rotisseurin,Rotisseur,0.99772985244,37.0960187354,0.99772985244
Saaldiener,58.3260838046,male,0,Saaldiener,0,Saaldiener,Saaldienerin,Saaldiener,0.935483870968,58.3260838046,0.935483870968
Sachbearbeiter,62.1600224791,male,0,Sachbearbeiter,0,Sachbearbeiter,Sachbearbeiterin,Sachbearbeiter,0.468549422336,62.1600224791,0.468549422336
Sattler,48.3291210334,male,0,Sattler,0,Sattler,Sattlerin,Sattler,0.985128027568,48.3291210334,0.985128027568
Saunameister,70.7986541526,male,0,Saunameister,0,Saunameister,Saunameisterin,Saunameister,0.828870019595,70.7986541526,0.828870019595
Schalungsbauer,0.723795907426,male,0,Schalungsbauer,0,Schalungsbauer,Schalungsbauerin,Schalungsbauer,0.669595782074,0.723795907426,0.669595782074
Schauspieler,44.0665569574,male,0,Schauspieler,0,Schauspieler,Schauspielerin,Schauspieler,0.287179487179,44.0665569574,0.287179487179
Schausteller,18.8318693173,male,0,Schausteller,0,Schausteller,Schaustellerin,Schausteller,0.96671709531,18.8318693173,0.96671709531
Schauwerbegestalter,79.2024013722,male,0,Schauwerbegestalter,0,Schauwerbegestalter,Schauwerbegestalterin,Schauwerbegestalter,0.332247557003,79.2024013722,0.332247557003
Scherer,20.9806780897,male,0,Scherer,0,Scherer,Schererin,Scherer,0.999667702279,20.9806780897,0.999667702279
Schiffbauingenieur,6.19822907741,male,0,Schiffbauingenieur,0,Schiffbauingenieur,Schiffbauingenieurin,Schiffbauingenieur,0.948618516723,6.19822907741,0.948618516723
Schifffahrtskaufmann,42.1270978691,male,0,Schifffahrtskaufmann,0,Schifffahrtskaufmann,Schifffahrtskauffrau,Schifffahrtskaufmann,0.458733205374,42.1270978691,0.458733205374
Schiffsbetriebsoffizier,4.49203447375,male,0,Schiffsbetriebsoffizier,0,Schiffsbetriebsoffizier,Schiffsbetriebsoffizierin,Schiffsbetriebsoffizier,0.953125,4.49203447375,0.953125
Schiffsingenieur,3.8146208153,male,0,Schiffsingenieur,0,Schiffsingenieur,Schiffsingenieurin,Schiffsingenieur,0.978021978022,3.8146208153,0.978021978022
Schiffsmakler,42.1270978691,male,0,Schiffsmakler,0,Schiffsmakler,Schiffsmaklerin,Schiffsmakler,0.981960312688,42.1270978691,0.981960312688
Schiffsmechaniker,6.19822907741,male,0,Schiffsmechaniker,0,Schiffsmechaniker,Schiffsmechanikerin,Schiffsmechaniker,0.797752808989,6.19822907741,0.797752808989
Schiffszimmerer,1.21315420092,male,0,Schiffszimmerer,0,Schiffszimmerer,Schiffszimmerin,Schiffszimmerer,0.930215293244,1.21315420092,0.930215293244
Schilder- und Lichtreklamehersteller,34.2415730337,male,0,Schilder- und Lichtreklamehersteller,0,Schilder- und Lichtreklamehersteller,Schilder- und Lichtreklameherstellerin,Schilder- und Lichtreklamehersteller,0.820901902116,34.2415730337,0.820901902116
Schirmmacher,54.8604292327,male,0,Schirmmacher,0,Schirmmacher,Schirmmacherin,Schirmmacher,0.921487603306,54.8604292327,0.921487603306
Schlafwagenschaffner,54.3373493976,male,0,Schlafwagenschaffner,0,Schlafwagenschaffner,Schlafwagenschaffnerin,Schlafwagenschaffner,0.920792079208,54.3373493976,0.920792079208
Schleifer,6.28800778399,male,0,Schleifer,0,Schleifer,Schleiferin,Schleifer,0.997238142634,6.28800778399,0.997238142634
Schleusenwärter,7.47126436782,male,0,Schleusenwärter,0,Schleusenwärter,Schleusenwärterin,Schleusenwärter,0.883389261745,7.47126436782,0.883389261745
Schmied,2.2858399983,male,0,Schmied,0,Schmied,Schmiedin,Schmied,0.984790464376,2.2858399983,0.984790464376
Schneider,84.4050647718,male,0,Schneider,0,Schneider,Schneiderin,Schneider,0.989530273313,84.4050647718,0.989530273313
Schneidwerkzeugmechaniker,3.10172465159,male,0,Schneidwerkzeugmechaniker,0,Schneidwerkzeugmechaniker,Schneidwerkzeugmechanikerin,Schneidwerkzeugmechaniker,0.987413050679,3.10172465159,0.987413050679
Schnellzeichner,48.7741935484,male,0,Schnellzeichner,0,Schnellzeichner,Schnellzeichnerin,Schnellzeichner,0.9456625838,48.7741935484,0.9456625838
Schornsteinfeger,8.08986148295,male,0,Schornsteinfeger,0,Schornsteinfeger,Schornsteinfegerin,Schornsteinfeger,0.984126984127,8.08986148295,0.984126984127
Schriftdolmetscher,69.8481848185,male,0,Schriftdolmetscher,0,Schriftdolmetscher,Schriftdolmetscherin,Schriftdolmetscher,0.628686327078,69.8481848185,0.628686327078
Schriftgießer,4.20514511873,male,0,Schriftgießer,0,Schriftgießer,Schriftgießerin,Schriftgießer,0.969407265774,4.20514511873,0.969407265774
Schriftsetzer,50.1462693284,male,0,Schriftsetzer,0,Schriftsetzer,Schriftsetzerin,Schriftsetzer,0.803687095167,50.1462693284,0.803687095167
Schriftsteller,47.7832512315,male,0,Schriftsteller,0,Schriftsteller,Schriftstellerin,Schriftsteller,0.659071729958,47.7832512315,0.659071729958
Schuh- und Lederwarenstepper,37.8797535585,male,0,Schuh- und Lederwarenstepper,0,Schuh- und Lederwarenstepper,Schuh- und Lederwarenstepperin,Schuh- und Lederwarenstepper,0.774294670846,37.8797535585,0.774294670846
Schuhfertiger,37.8797535585,male,0,Schuhfertiger,0,Schuhfertiger,Schuhfertigerin,Schuhfertiger,0.656957928803,37.8797535585,0.656957928803
Schuhmacher,37.8797535585,male,0,Schuhmacher,0,Schuhmacher,Schuhmacherin,Schuhmacher,0.992811501597,37.8797535585,0.992811501597
Schweißer,26.7465962203,male,0,Schweißer,0,Schweißer,Schweißerin,Schweißer,0.965647102048,26.7465962203,0.965647102048
Schwesternhelferin,84.9596721778,female,2,Schwesternhelferin,0,Schwesternhelferin,Pflegediensthelfer,Pflegediensthelfer,-0.252204585538,84.9596721778,-0.252204585538
Schwimmmeister,14.3865948534,male,0,Schwimmmeister,0,Schwimmmeister,Schwimmmeisterin,Schwimmmeister,0.808035714286,14.3865948534,0.808035714286
Seegüterkontrolleur,14.3576367827,male,0,Seegüterkontrolleur,0,Seegüterkontrolleur,Seegüterkontrolleurin,Seegüterkontrolleur,0.89400921659,14.3576367827,0.89400921659
Segellehrer,47.4358974359,male,0,Segellehrer,0,Segellehrer,Segellehrerin,Segellehrer,0.876375952583,47.4358974359,0.876375952583
Segelmacher,54.8604292327,male,0,Segelmacher,0,Segelmacher,Segelmacherin,Segelmacher,0.965519177851,54.8604292327,0.965519177851
Servicefahrer,10.9479201806,male,0,Servicefahrer,0,Servicefahrer,Servicefahrerin,Servicefahrer,0.812104572042,10.9479201806,0.812104572042
Sicherheitsbeauftragter,13.1710869017,male,0,Sicherheitsbeauftragter,0,Sicherheitsbeauftragter,Sicherheitsbeauftragte,Sicherheitsbeauftragter,0.184668989547,13.1710869017,0.184668989547
Skipper,4.49203447375,male,0,Skipper,0,Skipper,Skipperin,Skipper,0.998066595754,4.49203447375,0.998066595754
Social-Media-Manager,54.6682417799,male,0,Social-Media-Manager,0,Social-Media-Manager,Social-Media-Managerin,Social-Media-Manager,0.980972240323,54.6682417799,0.980972240323
Softwareentwickler,12.3967931919,male,0,Softwareentwickler,0,Softwareentwickler,Softwareentwicklerin,Softwareentwickler,0.991208626066,12.3967931919,0.991208626066
Soldat,43.2896890344,male,0,Soldat,0,Soldat,Soldatin,Soldat,0.974652640649,43.2896890344,0.974652640649
Sommelier,64.7840765227,male,0,Sommelier,0,Sommelier,Sommelière,Sommelier,0.943544655252,64.7840765227,0.943544655252
Sonnenschutztechniker,2.22108756702,male,0,Sonnenschutztechniker,0,Rollladen- und Sonnenschutztechnikermeister,Rollladen- und Sonnenschutztechnikermeisterin,Rollladen- und Sonnenschutztechnikermeister,0.95,2.22108756702,0.95
Souffleur,60.3174603175,male,0,Souffleur,0,Souffleur,Souffleuse,Souffleur,0.713870733479,60.3174603175,0.713870733479
Sozialassistent,81.0310203384,male,0,Sozialassistent,0,Sozialassistent,Sozialassistentin,Sozialassistent,0.181818181818,81.0310203384,0.181818181818
Sozialmanager,86.944437789,male,0,Sozialmanager,0,Sozialmanager,Sozialmanagerin,Sozialmanager,0.199255121043,86.944437789,0.199255121043
Soziologe,60.7961399276,male,0,Soziologe,0,Soziologe,Soziologin,Soziologe,0.387050359712,60.7961399276,0.387050359712
Sparkassenkaufmann,59.7982510844,male,0,Sparkassenkaufmann,0,Sparkassenkaufmann,Sparkassenkauffrau,Sparkassenkaufmann,0.421947449768,59.7982510844,0.421947449768
Speiseeishersteller,19.3915241058,male,0,Speiseeishersteller,0,Speiseeishersteller,Speiseeisherstellerin,Speiseeishersteller,0.871315047424,19.3915241058,0.871315047424
Spezialtiefbauer,2.56153858974,male,0,Spezialtiefbauer,0,Spezialtiefbauer,Spezialtiefbauerin,Spezialtiefbauer,0.899012074643,2.56153858974,0.899012074643
Spielzeughersteller,60.4,male,0,Spielzeughersteller,0,Spielzeughersteller,Spielzeugherstellerin,Spielzeughersteller,0.98553583169,60.4,0.98553583169
Sport- und Fitnesskaufmann,45.0848688391,male,0,Sport- und Fitnesskaufmann,0,Sport- und Fitnesskaufmann,Sport- und Fitnesskauffrau,Sport- und Fitnesskaufmann,0.472527472527,45.0848688391,0.472527472527
Sportfachmann,45.0848688391,male,0,Sportfachmann,0,Sportfachmann,Sportfachfrau,Sportfachmann,0.433778857837,45.0848688391,0.433778857837
Sportlehrer,44.6119065561,male,0,Sportlehrer,0,Sportlehrer,Sportlehrerin,Sportlehrer,0.535181236674,44.6119065561,0.535181236674
Sprachmittler,69.8481848185,male,0,Sprachmittler,0,Sprachmittler,Sprachmittlerin,Sprachmittler,0.68112244898,69.8481848185,0.68112244898
Staatsanwalt,75.0484007466,male,0,Staatsanwalt,0,Staatsanwalt,Staatsanwältin,Staatsanwalt,0.722912966252,75.0484007466,0.722912966252
Stallmeister,67.2918572736,male,0,Stallmeister,0,Stallmeister,Stallmeisterin,Stallmeister,0.969743121129,67.2918572736,0.969743121129
Stanz- und Umformmechaniker,12.937104197,male,0,Stanz- und Umformmechaniker,0,Stanz- und Umformmechaniker,Stanz- und Umformmechanikerin,Stanz- und Umformmechaniker,0.855166802278,12.937104197,0.855166802278
Stationsarzt,57.2999620781,male,0,Stationsarzt,0,Stationsarzt,Stationsärztin,Stationsarzt,0.544172234595,57.2999620781,0.544172234595
Steinbildhauer,38.6581469649,male,0,Steinbildhauer,0,Steinbildhauer,Steinbildhauerin,Steinbildhauer,0.850311850312,38.6581469649,0.850311850312
Steinhauer,5.44459089527,male,0,Steinhauer,0,Steinbehauer,Steinbehauerin,Steinbehauer,0.9,5.44459089527,0.9
Steinmetz,38.6581469649,male,0,Steinmetz,0,Steinmetz,Steinmetzin,Steinmetz,0.994972239773,38.6581469649,0.994972239773
Steuerberater,76.2525479477,male,0,Steuerberater,0,Steuerberater,Steuerberaterin,Steuerberater,0.835820895522,76.2525479477,0.835820895522
Steuermann,4.49203447375,male,0,Steuermann,0,Steuermann,Steuerfrau,Steuermann,0.804043545879,4.49203447375,0.804043545879
Stoffprüfer,59.1680426246,male,0,Stoffprüfer,0,Stoffprüfer,Stoffprüferin,Stoffprüfer,0.843098311817,59.1680426246,0.843098311817
Strahlenschutzbeauftragter,8.21409644939,male,0,Strahlenschutzbeauftragter,0,Strahlenschutzbeauftragter,Strahlenschutzbeauftragte,Strahlenschutzbeauftragter,0.133220910624,8.21409644939,0.133220910624
Straßenbauer,0.528109028961,male,0,Straßenbauer,0,Straßenbauer,Straßenbauerin,Straßenbauer,0.964346841509,0.528109028961,0.964346841509
Straßenreiniger,6.25302705321,male,0,Straßenreiniger,0,Straßenreiniger,Straßenreinigerin,Straßenreiniger,0.926174496644,6.25302705321,0.926174496644
Straßenwärter,2.21180663155,male,0,Straßenwärter,0,Straßenwärter,Straßenwärterin,Straßenwärter,0.808261886204,2.21180663155,0.808261886204
Strohdecker,0.400729968205,male,0,Strohdecker,0,Strohdachdecker,Strohdachdeckerin,Strohdachdecker,0.872146118721,0.400729968205,0.872146118721
Stuckateur,0.919488674591,male,0,Stuckateur,0,Stuckateur,Stuckateurin,Stuckateur,0.980335905078,0.919488674591,0.980335905078
Stuntman,41.5165165165,male,0,Stuntman,0,Stuntman,Stuntwoman,Stuntman,0.892034464568,41.5165165165,0.892034464568
Synchronsprecher,44.0665569574,male,0,Synchronsprecher,0,Synchronsprecher,Synchronsprecherin,Synchronsprecher,0.682242990654,44.0665569574,0.682242990654
Syndikus,46.2251399884,male,0,Syndikus,0,Syndikus-Anwalt,Syndikus-Anwältin,Syndikus-Anwalt,0.754985754986,46.2251399884,0.754985754986
Systemelektroniker,11.4381605553,male,0,Systemelektroniker,0,Systemelektroniker,Systemelektronikerin,Systemelektroniker,0.907894736842,11.4381605553,0.907894736842
Systeminformatiker,11.4381605553,male,0,Systeminformatiker,0,Systeminformatiker,Systeminformatikerin,Systeminformatiker,0.830269847478,11.4381605553,0.830269847478
Systemprogrammierer,12.3967931919,male,0,Systemprogrammierer,0,Systemprogrammierer,Systemprogrammiererin,Systemprogrammierer,0.888553390063,12.3967931919,0.888553390063
Sänger,48.1166205576,male,0,Sänger,1,Sänger,Sängerin,Sänger,0.223367697595,48.1166205576,0.223367697595
Süßwarentechnologe,57.6938758868,male,0,Süßwarentechnologe,0,Süßwarentechnologe,Süßwarentechnologin,Süßwarentechnologe,0.736162361624,57.6938758868,0.736162361624
Tanzlehrer,67.9136690647,male,0,Tanzlehrer,0,Tanzlehrer,Tanzlehrerin,Tanzlehrer,0.406369426752,67.9136690647,0.406369426752
Tapezierer,5.53319493285,male,0,Tapezierer,0,Tapezierer,Tapeziererin,Tapezierer,0.971710244321,5.53319493285,0.971710244321
Taxi,13.9629239126,neutral,1,Taxi,0,Taxifahrer,Taxifahrerin,Taxifahrer,0.911235505798,13.9629239126,0.911235505798
Teamleiter,25.9924816691,male,0,Teamleiter,0,Teamleiter,Teamleiterin,Teamleiter,0.722488038278,25.9924816691,0.722488038278
Technischer Assistent,39.2857142857,male,0,Technischer Assistent,0,Technischer Assistent,Technische Assistentin,Technischer Assistent,0.0280777537797,39.2857142857,0.0280777537797
Technischer Fachwirt,62.1600224791,male,0,Technischer Fachwirt,0,Technischer Fachwirt,Technische Fachwirtin,Technischer Fachwirt,0.841029832448,62.1600224791,0.841029832448
Technischer Konfektionär,54.8604292327,male,0,Technischer Konfektionär,0,Technischer Konfektionär,Technische Konfektionärin,Technischer Konfektionär,0.654846335697,54.8604292327,0.654846335697
Technischer Modellbauer,10.0019805902,male,0,Technischer Modellbauer,0,Technischer Modellbauer,Technische Modellbauerin,Technischer Modellbauer,0.793977812995,10.0019805902,0.793977812995
Technischer Produktdesigner,55.2902652383,male,0,Technischer Produktdesigner,0,Technischer Produktdesigner,Technische Produktdesignerin,Technischer Produktdesigner,0.816911250874,55.2902652383,0.816911250874
Technischer Redakteur,50.5608415413,male,0,Technischer Redakteur,0,Technischer Redakteur,Technische Redakteurin,Technischer Redakteur,0.694915254237,50.5608415413,0.694915254237
Technischer Systemplaner,55.2902652383,male,0,Technischer Systemplaner,0,Technischer Systemplaner,Technische Systemplanerin,Technischer Systemplaner,0.673960612691,55.2902652383,0.673960612691
Technischer Zeichner,55.2902652383,male,0,Technischer Zeichner,0,Technischer Zeichner,Technische Zeichnerin,Technischer Zeichner,0.698743438842,55.2902652383,0.698743438842
Teilezurichter,18.4493427603,male,0,Teilezurichter,0,Teilezurichter,Teilezurichterin,Teilezurichter,0.914551879216,18.4493427603,0.914551879216
Telefonist,79.4443583916,male,0,Telefonist,0,Telefonist,Telefonistin,Telefonist,0.767337807606,79.4443583916,0.767337807606
Testpilot,6.46539170954,male,0,Testpilot,0,Testpilot,Testpilotin,Testpilot,0.953804347826,6.46539170954,0.953804347826
Textillaborant,59.1680426246,male,0,Textillaborant,0,Textillaborant,Textillaborantin,Textillaborant,0.699650756694,59.1680426246,0.699650756694
Textilreiniger,83.7570295047,male,0,Textilreiniger,0,Textilreiniger,Textilreinigerin,Textilreiniger,0.928311113161,83.7570295047,0.928311113161
Theologe,30.0088759784,male,0,Theologe,0,Theologe,Theologin,Theologe,0.626585045912,30.0088759784,0.626585045912
Thermometermacher,21.9696969697,male,0,Thermometermacher,0,Thermometermacher,Thermometermacherin,Thermometermacher,0.80412371134,21.9696969697,0.80412371134
Tiefbaufacharbeiter,2.56153858974,male,0,Tiefbaufacharbeiter,0,Tiefbaufacharbeiter,Tiefbaufacharbeiterin,Tiefbaufacharbeiter,0.911748603964,2.56153858974,0.911748603964
Tiefbauingenieur,2.56153858974,male,0,Tiefbauingenieur,0,Tiefbauingenieur,Tiefbauingenieurin,Tiefbauingenieur,0.861252115059,2.56153858974,0.861252115059
Tierarzt,72.8797953964,male,0,Tierarzt,0,Tierarzt,Tierärztin,Tierarzt,0.728571428571,72.8797953964,0.728571428571
Tierheilpraktiker,73.8573730179,male,0,Tierheilpraktiker,0,Tierheilpraktiker,Tierheilpraktikerin,Tierheilpraktiker,0.415441176471,73.8573730179,0.415441176471
Tierpfleger,46.9706787624,male,0,Tierpfleger,0,Tierpfleger,Tierpflegerin,Tierpfleger,0.508313539192,46.9706787624,0.508313539192
Tierwirt,43.2111947848,male,0,Tierwirt,0,Tierwirt,Tierwirtin,Tierwirt,0.814977973568,43.2111947848,0.814977973568
Tischler,3.90146033877,male,0,Tischler,0,Tischler,Tischlerin,Tischler,0.980405731428,3.90146033877,0.980405731428
Tonassistent,26.5236833389,male,0,Tonassistent,0,Tonassistent,Tonassistentin,Tonassistent,0.830161054173,26.5236833389,0.830161054173
Toningenieur,26.5236833389,male,0,Toningenieur,0,Toningenieur,Toningenieurin,Toningenieur,0.952489424016,26.5236833389,0.952489424016
Tonmeister,26.5236833389,male,0,Tonmeister,0,Tonmeister,Tonmeisterin,Tonmeister,0.943141043334,26.5236833389,0.943141043334
Tontechniker,26.5236833389,male,0,Tontechniker,0,Tontechniker,Tontechnikerin,Tontechniker,0.912536443149,26.5236833389,0.912536443149
Tourismuskaufmann,82.1267850182,male,0,Tourismuskaufmann,0,Tourismuskaufmann,Tourismuskauffrau,Tourismuskaufmann,0.0564459930314,82.1267850182,0.0564459930314
Touristikassistent,82.1267850182,male,0,Touristikassistent,0,Touristikassistent,Touristikassistentin,Touristikassistent,0.146376125059,82.1267850182,0.146376125059
Treuhänder,38.28113879,male,0,Treuhänder,0,Treuhänder,Treuhänderin,Treuhänder,0.836717499368,38.28113879,0.836717499368
